snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,target_snapshot_date_1m,target_price_date_1m,target_close_1m,forward_return_1m,target_snapshot_date_3m,target_price_date_3m,target_close_3m,forward_return_3m
2019-09-30,2019-09-30,sz.002027,002027.SZ,分众传媒,L72商务服务业,3.8668927500,2019-10-31,2019-10-31,4.4193060000,0.1428571429,2019-12-31,2019-12-31,4.6108092600,0.1923809524
2019-09-30,2019-09-30,sz.002032,002032.SZ,苏泊尔,C38电气机械和器材制造业,52.6080014100,2019-10-31,2019-10-31,54.9222320100,0.0439900878,2019-12-31,2019-12-31,56.5044750600,0.0740661790
2019-09-30,2019-09-30,sz.002044,002044.SZ,美年健康,Q84卫生,12.0466931200,2019-10-31,2019-10-31,14.7710686200,0.2261513158,2019-12-31,2019-12-31,14.7512549800,0.2245065789
2019-09-30,2019-09-30,sz.002050,002050.SZ,三花智控,C34通用设备制造业,9.3621950800,2019-10-31,2019-10-31,9.9597820000,0.0638297872,2019-12-31,2019-12-31,12.3287872900,0.3168693009
2019-09-30,2019-09-30,sz.002065,002065.SZ,东华软件,I65软件和信息技术服务业,6.4090120800,2019-10-31,2019-10-31,6.7893688800,0.0593471810,2019-12-31,2019-12-31,9.8132054400,0.5311572700
2019-09-30,2019-09-30,sz.002081,002081.SZ,金螳螂,E50建筑装饰、装修和其他建筑业,7.8056147900,2019-10-31,2019-10-31,6.8761700300,-0.1190738699,2019-12-31,2019-12-31,7.5904655400,-0.0275633958
2019-09-30,2019-09-30,sz.002120,002120.SZ,韵达股份,G60邮政业,23.9967864000,2019-10-31,2019-10-31,22.9364632800,-0.0441860465,2019-12-31,2019-12-31,23.2294473000,-0.0319767442
2019-09-30,2019-09-30,sz.002142,002142.SZ,宁波银行,J66货币金融服务,20.4352260000,2019-10-31,2019-10-31,21.8943060000,0.0714002380,2019-12-31,2019-12-31,22.8183900000,0.1166203887
2019-09-30,2019-09-30,sz.002146,002146.SZ,荣盛发展,K70房地产业,7.3345068000,2019-10-31,2019-10-31,7.7065470000,0.0507246377,2019-12-31,2019-12-31,8.7075123000,0.1871980676
2019-09-30,2019-09-30,sz.002153,002153.SZ,石基信息,I65软件和信息技术服务业,15.3731127000,2019-10-31,2019-10-31,14.1689829600,-0.0783269962,2019-12-31,2019-12-31,15.1977540000,-0.0114068441
2019-09-30,2019-09-30,sz.002179,002179.SZ,中航光电,C39计算机、通信和其他电子设备制造业,20.9601258400,2019-10-31,2019-10-31,20.5427556800,-0.0199125789,2019-12-31,2019-12-31,19.8810712800,-0.0514813016
2019-09-30,2019-09-30,sz.002202,002202.SZ,金风科技,C34通用设备制造业,11.3654682000,2019-10-31,2019-10-31,11.4108574500,0.0039936102,2019-12-31,2019-12-31,10.8480307500,-0.0455271565
2019-09-30,2019-09-30,sz.002230,002230.SZ,科大讯飞,I65软件和信息技术服务业,31.2256992600,2019-10-31,2019-10-31,32.5247235300,0.0416011267,2019-12-31,2019-12-31,33.8909781600,0.0853552991
2019-09-30,2019-09-30,sz.002236,002236.SZ,大华股份,C39计算机、通信和其他电子设备制造业,14.7703229300,2019-10-31,2019-10-31,13.7867750800,-0.0665894615,2019-12-31,2019-12-31,17.0025489200,0.1511291257
2019-09-30,2019-09-30,sz.002241,002241.SZ,歌尔股份,C39计算机、通信和其他电子设备制造业,16.6967808000,2019-10-31,2019-10-31,17.6465408000,0.0568828214,2019-12-31,2019-12-31,18.9192192000,0.1331058020
2019-09-30,2019-09-30,sz.002252,002252.SZ,上海莱士,C27医药制造业,7.5197928000,2019-10-31,2019-10-31,7.1630846800,-0.0474358974,2019-12-31,2019-12-31,7.1534439200,-0.0487179487
2019-09-30,2019-09-30,sz.002271,002271.SZ,东方雨虹,C30非金属矿物制品业,10.8288523800,2019-10-31,2019-10-31,12.0807130500,0.1156041865,2019-12-31,2019-12-31,13.5540963900,0.2516650809
2019-09-30,2019-09-30,sz.002294,002294.SZ,信立泰,C27医药制造业,16.8550206000,2019-10-31,2019-10-31,16.8820607400,0.0016042781,2019-12-31,2019-12-31,17.9726797200,0.0663101604
2019-09-30,2019-09-30,sz.002304,002304.SZ,洋河股份,C15酒、饮料和精制茶制造业,81.4900320000,2019-10-31,2019-10-31,78.9748108200,-0.0308653846,2019-12-31,2019-12-31,86.5831590000,0.0625000000
2019-09-30,2019-09-30,sz.002310,002310.SZ,东方园林,D44电力、热力生产和供应业,5.0700000000,2019-10-31,2019-10-31,5.0500000000,-0.0039447732,2019-12-31,2019-12-31,5.0200000000,-0.0098619329
2019-09-30,2019-09-30,sz.002311,002311.SZ,海大集团,C13农副食品加工业,28.8239196000,2019-10-31,2019-10-31,31.2734923200,0.0849840256,2019-12-31,2019-12-31,33.1521120000,0.1501597444
2019-09-30,2019-09-30,sz.002352,002352.SZ,顺丰控股,G60邮政业,35.7281199000,2019-10-31,2019-10-31,35.9184523500,0.0053272451,2019-12-31,2019-12-31,33.7069705500,-0.0565702689
2019-09-30,2019-09-30,sz.002410,002410.SZ,广联达,I65软件和信息技术服务业,23.9946115500,2019-10-31,2019-10-31,21.5674305000,-0.1011552550,2019-12-31,2019-12-31,22.9737081000,-0.0425471964
2019-09-30,2019-09-30,sz.002411,002411.SZ,延安必康,Unknown,16.4700000000,2019-10-31,2019-10-31,16.0300000000,-0.0267152398,2019-12-31,2019-12-31,15.6300000000,-0.0510018215
2019-09-30,2019-09-30,sz.002415,002415.SZ,海康威视,C39计算机、通信和其他电子设备制造业,26.7822233000,2019-10-31,2019-10-31,26.8236818500,0.0015479876,2019-12-31,2019-12-31,27.1470585400,0.0136222910
2019-09-30,2019-09-30,sz.002422,002422.SZ,科伦药业,C27医药制造业,22.4119310400,2019-10-31,2019-10-31,20.7132696000,-0.0757927301,2019-12-31,2019-12-31,20.3579373600,-0.0916473318
2019-09-30,2019-09-30,sz.002456,002456.SZ,欧菲光,C39计算机、通信和其他电子设备制造业,11.8804602000,2019-10-31,2019-10-31,11.1616424400,-0.0605042017,2019-12-31,2019-12-31,15.5743848000,0.3109243697
2019-09-30,2019-09-30,sz.002460,002460.SZ,赣锋锂业,C32有色金属冶炼和压延加工业,15.1599590400,2019-10-31,2019-10-31,14.6559710400,-0.0332446809,2019-12-31,2019-12-31,23.4052027200,0.5438829787
2019-09-30,2019-09-30,sz.002466,002466.SZ,天齐锂业,C32有色金属冶炼和压延加工业,21.0956128000,2019-10-31,2019-10-31,19.5056861000,-0.0753676471,2019-12-31,2019-12-31,23.4068233200,0.1095588235
2019-09-30,2019-09-30,sz.002468,002468.SZ,申通快递,G60邮政业,22.4976921400,2019-10-31,2019-10-31,20.1588716000,-0.1039582427,2019-12-31,2019-12-31,19.0824270000,-0.1518051327
2019-09-30,2019-09-30,sz.002475,002475.SZ,立讯精密,C39计算机、通信和其他电子设备制造业,19.9560826800,2019-10-31,2019-10-31,23.7220848300,0.1887144993,2019-12-31,2019-12-31,27.2196195000,0.3639760837
2019-09-30,2019-09-30,sz.002493,002493.SZ,荣盛石化,C26化学原料和化学制品制造业,6.8291755500,2019-10-31,2019-10-31,6.8728323800,0.0063926941,2019-12-31,2019-12-31,7.7272589100,0.1315068493
2019-09-30,2019-09-30,sz.002508,002508.SZ,老板电器,C38电气机械和器材制造业,21.2039016000,2019-10-31,2019-10-31,25.4043703200,0.1980988593,2019-12-31,2019-12-31,27.2587039200,0.2855513308
2019-09-30,2019-09-30,sz.002555,002555.SZ,三七互娱,I64互联网和相关服务,13.8476530200,2019-10-31,2019-10-31,14.0319811800,0.0133111481,2019-12-31,2019-12-31,20.6831556200,0.4936217415
2019-09-30,2019-09-30,sz.002558,002558.SZ,巨人网络,I64互联网和相关服务,17.2129293000,2019-10-31,2019-10-31,16.2202259700,-0.0576719577,2019-12-31,2019-12-31,16.4479102200,-0.0444444444
2019-09-30,2019-09-30,sz.002594,002594.SZ,比亚迪,C36汽车制造业,15.7206720600,2019-10-31,2019-10-31,13.8095694500,-0.1215662157,2019-12-31,2019-12-31,15.3629445900,-0.0227552276
2019-09-30,2019-09-30,sz.002601,002601.SZ,龙蟒佰利,C26化学原料和化学制品制造业,9.3912218100,2019-10-31,2019-10-31,9.0211973100,-0.0394011032,2019-12-31,2019-12-31,11.5215849900,0.2268462212
2019-09-30,2019-09-30,sz.002602,002602.SZ,世纪华通,I64互联网和相关服务,7.4620712400,2019-10-31,2019-10-31,7.4454334000,-0.0022296544,2019-12-31,2019-12-31,9.5085255600,0.2742474916
2019-09-30,2019-09-30,sz.002624,002624.SZ,完美世界,I64互联网和相关服务,15.0665563000,2019-10-31,2019-10-31,16.0456105000,0.0649819495,2019-12-31,2019-12-31,24.0085846600,0.5935018051
2019-09-30,2019-09-30,sz.002625,002625.SZ,光启技术,C37铁路、船舶、航空航天和其他运输设备制造业,8.8082803200,2019-10-31,2019-10-31,10.5778009200,0.2008928571,2019-12-31,2019-12-31,8.9950630500,0.0212053571
2019-09-30,2019-09-30,sz.002673,002673.SZ,西部证券,J67资本市场服务,8.1663981300,2019-10-31,2019-10-31,8.1114055500,-0.0067340067,2019-12-31,2019-12-31,8.9821214000,0.0998877666
2019-09-30,2019-09-30,sz.002714,002714.SZ,牧原股份,A03畜牧业,26.6535120000,2019-10-31,2019-10-31,37.2393040000,0.3971631206,2019-12-31,2019-12-31,33.5683025600,0.2594326241
2019-09-30,2019-09-30,sz.002736,002736.SZ,国信证券,J67资本市场服务,9.8020802000,2019-10-31,2019-10-31,9.7621694500,-0.0040716612,2019-12-31,2019-12-31,10.0175982500,0.0219869707
2019-09-30,2019-09-30,sz.002739,002739.SZ,万达电影,R87广播、电视、电影和录音制作业,17.4100000000,2019-10-31,2019-10-31,14.9600000000,-0.1407237220,2019-12-31,2019-12-31,18.1500000000,0.0425043079
2019-09-30,2019-09-30,sz.002773,002773.SZ,康弘药业,C27医药制造业,30.2455466200,2019-10-31,2019-10-31,28.7836634000,-0.0483338337,2019-12-31,2019-12-31,33.5688339400,0.1098769138
2019-09-30,2019-09-30,sz.002925,002925.SZ,盈趣科技,C39计算机、通信和其他电子设备制造业,19.7471825200,2019-10-31,2019-10-31,19.1648129200,-0.0294912755,2019-12-31,2019-12-31,21.3292866000,0.0801179651
2019-09-30,2019-09-30,sz.002938,002938.SZ,鹏鼎控股,C39计算机、通信和其他电子设备制造业,35.2645171200,2019-10-31,2019-10-31,38.8067904000,0.1004486540,2019-12-31,2019-12-31,39.4660224000,0.1191425723
2019-09-30,2019-09-30,sz.002939,002939.SZ,长城证券,J67资本市场服务,13.3501032000,2019-10-31,2019-10-31,10.7161639200,-0.1972972973,2019-12-31,2019-12-31,12.5021912400,-0.0635135135
2019-09-30,2019-09-30,sz.002945,002945.SZ,华林证券,J67资本市场服务,15.5137056800,2019-10-31,2019-10-31,13.1652112900,-0.1513819095,2019-12-31,2019-12-31,14.5587162600,-0.0615577889
2019-09-30,2019-09-30,sz.300003,300003.SZ,乐普医疗,C35专用设备制造业,22.4062963600,2019-10-31,2019-10-31,27.0020012000,0.2051077414,2019-12-31,2019-12-31,29.5770264800,0.3200319234
2019-09-30,2019-09-30,sz.300015,300015.SZ,爱尔眼科,Q84卫生,11.7942361100,2019-10-31,2019-10-31,13.1542142800,0.1153087116,2019-12-31,2019-12-31,13.1542142800,0.1153087116
2019-09-30,2019-09-30,sz.300017,300017.SZ,网宿科技,I65软件和信息技术服务业,9.1148300000,2019-10-31,2019-10-31,8.6864329900,-0.0470000000,2019-12-31,2019-12-31,8.6864329900,-0.0470000000
2019-09-30,2019-09-30,sz.300024,300024.SZ,机器人,C34通用设备制造业,14.4300000000,2019-10-31,2019-10-31,14.1100000000,-0.0221760222,2019-12-31,2019-12-31,14.0000000000,-0.0297990298
2019-09-30,2019-09-30,sz.300033,300033.SZ,同花顺,J69其他金融业,64.4344672000,2019-10-31,2019-10-31,63.1418806100,-0.0200604839,2019-12-31,2019-12-31,70.8714185100,0.0998991935
2019-09-30,2019-09-30,sz.300059,300059.SZ,东方财富,J67资本市场服务,6.9786873800,2019-10-31,2019-10-31,7.0447913200,0.0094722598,2019-12-31,2019-12-31,7.4461366700,0.0669824087
2019-09-30,2019-09-30,sz.300070,300070.SZ,碧水源,N77生态保护和环境治理业,6.4750292200,2019-10-31,2019-10-31,7.4593108600,0.1520119225,2019-12-31,2019-12-31,7.3338632000,0.1326378539
2019-09-30,2019-09-30,sz.300072,300072.SZ,三聚环保,C26化学原料和化学制品制造业,6.1924704800,2019-10-31,2019-10-31,5.3575306400,-0.1348314607,2019-12-31,2019-12-31,6.2819283200,0.0144462279
2019-09-30,2019-09-30,sz.300122,300122.SZ,智飞生物,C27医药制造业,29.9135713500,2019-10-31,2019-10-31,30.6385578000,0.0242360379,2019-12-31,2019-12-31,31.3068061800,0.0465753425
2019-09-30,2019-09-30,sz.300124,300124.SZ,汇川技术,C38电气机械和器材制造业,15.6025613700,2019-10-31,2019-10-31,15.9873347700,0.0246609125,2019-12-31,2019-12-31,19.6490949600,0.2593505960
2019-09-30,2019-09-30,sz.300136,300136.SZ,信维通信,C39计算机、通信和其他电子设备制造业,35.1510534000,2019-10-31,2019-10-31,39.7069441200,0.1296089385,2019-12-31,2019-12-31,44.5573967400,0.2675977654
2019-09-30,2019-09-30,sz.300142,300142.SZ,沃森生物,C27医药制造业,26.5604811400,2019-10-31,2019-10-31,29.6898746200,0.1178214153,2019-12-31,2019-12-31,31.9237498400,0.2019266395
2019-09-30,2019-09-30,sz.300144,300144.SZ,宋城演艺,R88文化艺术业,14.1640991800,2019-10-31,2019-10-31,15.0056312000,0.0594130279,2019-12-31,2019-12-31,15.6697317700,0.1062992126
2019-09-30,2019-09-30,sz.300251,300251.SZ,光线传媒,R87广播、电视、电影和录音制作业,8.7532099200,2019-10-31,2019-10-31,8.2762722000,-0.0544871795,2019-12-31,2019-12-31,11.0350296000,0.2606837607
2019-09-30,2019-09-30,sz.300296,300296.SZ,利亚德,C39计算机、通信和其他电子设备制造业,6.4949954400,2019-10-31,2019-10-31,6.1870430700,-0.0474137931,2019-12-31,2019-12-31,7.1575596300,0.1020114943
2019-09-30,2019-09-30,sz.300408,300408.SZ,三环集团,C39计算机、通信和其他电子设备制造业,18.7856600000,2019-10-31,2019-10-31,17.6303419100,-0.0615000000,2019-12-31,2019-12-31,20.9272252400,0.1140000000
2019-09-30,2019-09-30,sz.300413,300413.SZ,芒果超媒,I64互联网和相关服务,25.6487545600,2019-10-31,2019-10-31,25.7249790000,0.0029718574,2019-12-31,2019-12-31,33.3090839200,0.2986628198
2019-09-30,2019-09-30,sz.300433,300433.SZ,蓝思科技,C39计算机、通信和其他电子设备制造业,9.3438304000,2019-10-31,2019-10-31,11.9746176000,0.2815533981,2019-12-31,2019-12-31,12.5370617600,0.3417475728
2019-09-30,2019-09-30,sz.300498,300498.SZ,温氏股份,A03畜牧业,26.6238915800,2019-10-31,2019-10-31,29.0682231200,0.0918097015,2019-12-31,2019-12-31,24.2475744000,-0.0892550652
2019-10-31,2019-10-31,sh.600000,600000.SS,浦发银行,J66货币金融服务,9.1526537700,2019-11-30,2019-11-29,8.7136775700,-0.0479616307,2020-01-31,2020-01-23,8.3039664500,-0.0927258193
2019-10-31,2019-10-31,sh.600004,600004.SS,白云机场,G56航空运输业,16.9763610000,2019-11-30,2019-11-29,15.4920890000,-0.0874316940,2020-01-31,2020-01-23,14.2304578000,-0.1617486339
2019-10-31,2019-10-31,sh.600009,600009.SS,上海机场,G56航空运输业,72.9752150000,2019-11-30,2019-11-29,71.9033167600,-0.0146885246,2020-01-31,2020-01-23,66.0174469600,-0.0953442623
2019-10-31,2019-10-31,sh.600010,600010.SS,包钢股份,C31黑色金属冶炼和压延加工业,1.3590838400,2019-11-30,2019-11-29,1.2698009600,-0.0656934307,2020-01-31,2020-01-23,1.2400400000,-0.0875912409
2019-10-31,2019-10-31,sh.600011,600011.SS,华能国际,D44电力、热力生产和供应业,4.7350413000,2019-11-30,2019-11-29,4.9759469100,0.0508771930,2020-01-31,2020-01-23,4.4941356900,-0.0508771930
2019-10-31,2019-10-31,sh.600015,600015.SS,华夏银行,J66货币金融服务,5.0479154600,2019-11-30,2019-11-29,5.0074782200,-0.0080106809,2020-01-31,2020-01-23,4.9872596000,-0.0120160214
2019-10-31,2019-10-31,sh.600016,600016.SS,民生银行,J66货币金融服务,4.2523990500,2019-11-30,2019-11-29,4.2662279900,0.0032520325,2020-01-31,2020-01-23,4.2039977600,-0.0113821138
2019-10-31,2019-10-31,sh.600018,600018.SS,上港集团,G55水上运输业,4.6626528200,2019-11-30,2019-11-29,4.4700475400,-0.0413080895,2020-01-31,2020-01-23,4.1731144000,-0.1049913941
2019-10-31,2019-10-31,sh.600019,600019.SS,宝钢股份,C31黑色金属冶炼和压延加工业,4.0142264000,2019-11-30,2019-11-29,3.7858307600,-0.0568965517,2020-01-31,2020-01-23,3.7581464400,-0.0637931034
2019-10-31,2019-10-31,sh.600023,600023.SS,浙能电力,D44电力、热力生产和供应业,2.9810505600,2019-11-30,2019-11-29,2.9580012000,-0.0077319588,2020-01-31,2020-01-23,2.8811700000,-0.0335051546
2019-10-31,2019-10-31,sh.600025,600025.SS,华能水电,D44电力、热力生产和供应业,3.7296081000,2019-11-30,2019-11-29,3.4954623000,-0.0627802691,2020-01-31,2020-01-23,3.3114906000,-0.1121076233
2019-10-31,2019-10-31,sh.600027,600027.SS,华电国际,D44电力、热力生产和供应业,2.5704729600,2019-11-30,2019-11-29,2.7092200800,0.0539772727,2020-01-31,2020-01-23,2.5850779200,0.0056818182
2019-10-31,2019-10-31,sh.600028,600028.SS,中国石化,B07石油和天然气开采业,3.2665556000,2019-11-30,2019-11-29,3.3265535600,0.0183673469,2020-01-31,2020-01-23,3.2932213600,0.0081632653
2019-10-31,2019-10-31,sh.600029,600029.SS,南方航空,G56航空运输业,6.6600000000,2019-11-30,2019-11-29,6.6100000000,-0.0075075075,2020-01-31,2020-01-23,6.4300000000,-0.0345345345
2019-10-31,2019-10-31,sh.600030,600030.SS,中信证券,J67资本市场服务,17.6356551000,2019-11-30,2019-11-29,17.3999712300,-0.0133640553,2020-01-31,2020-01-23,19.4236017000,0.1013824885
2019-10-31,2019-10-31,sh.600031,600031.SS,三一重工,C35专用设备制造业,11.7784239300,2019-11-30,2019-11-29,12.6615871200,0.0749814402,2020-01-31,2020-01-23,14.0169365700,0.1900519673
2019-10-31,2019-10-31,sh.600036,600036.SS,招商银行,J66货币金融服务,26.1585300000,2019-11-30,2019-11-29,26.5490658000,0.0149295775,2020-01-31,2020-01-23,27.1238166000,0.0369014085
2019-10-31,2019-10-31,sh.600038,600038.SS,中直股份,C37铁路、船舶、航空航天和其他运输设备制造业,43.1652421200,2019-11-30,2019-11-29,43.4421260000,0.0064145101,2020-01-31,2020-01-23,42.4205199600,-0.0172528202
2019-10-31,2019-10-31,sh.600048,600048.SS,保利地产,K70房地产业,11.0978326800,2019-11-30,2019-11-29,11.1132356400,0.0013879251,2020-01-31,2020-01-23,11.8063688400,0.0638445524
2019-10-31,2019-10-31,sh.600050,600050.SS,中国联通,I63电信、广播电视和卫星传输服务,5.1750007600,2019-11-30,2019-11-29,4.8125821400,-0.0700325733,2020-01-31,2020-01-23,4.7620121000,-0.0798045603
2019-10-31,2019-10-31,sh.600061,600061.SS,国投资本,J67资本市场服务,7.1399788000,2019-11-30,2019-11-29,6.9594410000,-0.0252854812,2020-01-31,2020-01-23,8.1300248000,0.1386623165
2019-10-31,2019-10-31,sh.600066,600066.SS,宇通客车,C36汽车制造业,9.2168505000,2019-11-30,2019-11-29,9.0428260500,-0.0188811189,2020-01-31,2020-01-23,10.1707623000,0.1034965035
2019-10-31,2019-10-31,sh.600068,600068.SS,葛洲坝,Unknown,5.5395290700,2019-11-30,2019-11-29,5.9455678500,0.0732984293,2020-01-31,2020-01-23,6.0809141100,0.0977312391
2019-10-31,2019-10-31,sh.600085,600085.SS,同仁堂,C27医药制造业,24.6205300000,2019-11-30,2019-11-29,23.8147672000,-0.0327272727,2020-01-31,2020-01-23,24.9642868500,0.0139622035
2019-10-31,2019-10-31,sh.600089,600089.SS,特变电工,C38电气机械和器材制造业,4.1847807000,2019-11-30,2019-11-29,4.2304091500,0.0109034268,2020-01-31,2020-01-23,4.1456706000,-0.0093457944
2019-10-31,2019-10-31,sh.600100,600100.SS,同方股份,C39计算机、通信和其他电子设备制造业,8.1492446400,2019-11-30,2019-11-29,7.8921082800,-0.0315533981,2020-01-31,2020-01-23,8.7129666600,0.0691747573
2019-10-31,2019-10-31,sh.600104,600104.SS,上汽集团,C36汽车制造业,19.1781620000,2019-11-30,2019-11-29,18.9741390000,-0.0106382979,2020-01-31,2020-01-23,18.4518401200,-0.0378723404
2019-10-31,2019-10-31,sh.600109,600109.SS,国金证券,J67资本市场服务,7.9755549800,2019-11-30,2019-11-29,7.7037675600,-0.0340775558,2020-01-31,2020-01-23,8.2754583400,0.0376028202
2019-10-31,2019-10-31,sh.600111,600111.SS,北方稀土,C32有色金属冶炼和压延加工业,9.7437363000,2019-11-30,2019-11-29,9.6370884400,-0.0109452736,2020-01-31,2020-01-23,9.8309936400,0.0089552239
2019-10-31,2019-10-31,sh.600115,600115.SS,东方航空,G56航空运输业,5.1226988400,2019-11-30,2019-11-29,5.0633625600,-0.0115830116,2020-01-31,2020-01-23,5.0435838000,-0.0154440154
2019-10-31,2019-10-31,sh.600118,600118.SS,中国卫星,C39计算机、通信和其他电子设备制造业,20.6214506800,2019-11-30,2019-11-29,19.9708695400,-0.0315487572,2020-01-31,2020-01-23,29.0592909200,0.4091778203
2019-10-31,2019-10-31,sh.600153,600153.SS,建发股份,L72商务服务业,5.3538279600,2019-11-30,2019-11-29,5.0448320000,-0.0577149588,2020-01-31,2020-01-23,5.4042762800,0.0094228504
2019-10-31,2019-10-31,sh.600170,600170.SS,上海建工,E48土木工程建筑业,2.7276521800,2019-11-30,2019-11-29,2.7836450400,0.0205278592,2020-01-31,2020-01-23,2.7036552400,-0.0087976540
2019-10-31,2019-10-31,sh.600176,600176.SS,中国巨石,C30非金属矿物制品业,5.9222112300,2019-11-30,2019-11-29,6.7437033300,0.1387137453,2020-01-31,2020-01-23,7.4681100000,0.2610340479
2019-10-31,2019-10-31,sh.600177,600177.SS,雅戈尔,C18纺织服装、服饰业,4.1669434400,2019-11-30,2019-11-29,4.3017752000,0.0323574730,2020-01-31,2020-01-23,4.4430275200,0.0662557781
2019-10-31,2019-10-31,sh.600188,600188.SS,兖州煤业,B06煤炭开采和洗选业,3.0398023000,2019-11-30,2019-11-29,3.0448765200,0.0016692599,2020-01-31,2020-01-23,3.1389142400,0.0326047322
2019-10-31,2019-10-31,sh.600196,600196.SS,复星医药,C27医药制造业,23.4900070400,2019-11-30,2019-11-29,23.2039936000,-0.0121759623,2020-01-31,2020-01-23,24.1542963200,0.0282796544
2019-10-31,2019-10-31,sh.600208,600208.SS,新湖中宝,K70房地产业,4.1248416000,2019-11-30,2019-11-29,3.6189648000,-0.1226415094,2020-01-31,2020-01-23,3.4146684000,-0.1721698113
2019-10-31,2019-10-31,sh.600219,600219.SS,南山铝业,C32有色金属冶炼和压延加工业,1.6665919400,2019-11-30,2019-11-29,1.7060846400,0.0236966825,2020-01-31,2020-01-23,1.7692729600,0.0616113744
2019-10-31,2019-10-31,sh.600221,600221.SS,海航控股,G56航空运输业,1.7200000000,2019-11-30,2019-11-29,1.6500000000,-0.0406976744,2020-01-31,2020-01-23,1.6700000000,-0.0290697674
2019-10-31,2019-10-31,sh.600233,600233.SS,圆通速递,G60邮政业,11.2040636400,2019-11-30,2019-11-29,11.0879130600,-0.0103668262,2020-01-31,2020-01-23,12.4727853600,0.1132376396
2019-10-31,2019-10-31,sh.600271,600271.SS,航天信息,I65软件和信息技术服务业,19.4561644000,2019-11-30,2019-11-29,19.5033881000,0.0024271845,2020-01-31,2020-01-23,21.6284546000,0.1116504854
2019-10-31,2019-10-31,sh.600276,600276.SS,恒瑞医药,C27医药制造业,61.5671104000,2019-11-30,2019-11-29,58.1933845000,-0.0547975352,2020-01-31,2020-01-23,59.6092654500,-0.0318001761
2019-10-31,2019-10-31,sh.600297,600297.SS,广汇汽车,Unknown,3.6100000000,2019-11-30,2019-11-29,3.3400000000,-0.0747922438,2020-01-31,2020-01-23,3.6900000000,0.0221606648
2019-10-31,2019-10-31,sh.600299,600299.SS,安迪苏,C14食品制造业,9.0330830800,2019-11-30,2019-11-29,9.4521896000,0.0463968411,2020-01-31,2020-01-23,9.7836304600,0.0830887277
2019-10-31,2019-10-31,sh.600309,600309.SS,万华化学,C26化学原料和化学制品制造业,39.3918518700,2019-11-30,2019-11-29,41.8101194700,0.0613900460,2020-01-31,2020-01-23,44.8329539700,0.1381276036
2019-10-31,2019-10-31,sh.600332,600332.SS,白云山,C27医药制造业,28.4874602100,2019-11-30,2019-11-29,28.0403665200,-0.0156944033,2020-01-31,2020-01-23,31.7858306400,0.1157832396
2019-10-31,2019-10-31,sh.600339,600339.SS,中油工程,B11开采专业及辅助性活动,3.3362717500,2019-11-30,2019-11-29,2.9758435000,-0.1080332410,2020-01-31,2020-01-23,2.9388765000,-0.1191135734
2019-10-31,2019-10-31,sh.600340,600340.SS,华夏幸福,K70房地产业,20.7840003000,2019-11-30,2019-11-29,20.3326489800,-0.0217162872,2020-01-31,2020-01-23,19.2188304000,-0.0753064799
2019-10-31,2019-10-31,sh.600346,600346.SS,恒力石化,C26化学原料和化学制品制造业,13.3323460200,2019-11-30,2019-11-29,11.6109754600,-0.1291123526,2020-01-31,2020-01-23,14.1268247400,0.0595903166
2019-10-31,2019-10-31,sh.600352,600352.SS,浙江龙盛,C26化学原料和化学制品制造业,11.1432320700,2019-11-30,2019-11-29,10.6114509300,-0.0477223427,2020-01-31,2020-01-23,10.7725967300,-0.0332610268
2019-10-31,2019-10-31,sh.600362,600362.SS,江西铜业,C32有色金属冶炼和压延加工业,12.1936572800,2019-11-30,2019-11-29,12.1505396800,-0.0035360679,2020-01-31,2020-01-23,13.0473857600,0.0700141443
2019-10-31,2019-10-31,sh.600369,600369.SS,西南证券,J67资本市场服务,3.9744844000,2019-11-30,2019-11-29,3.8586362000,-0.0291479821,2020-01-31,2020-01-23,4.5180798000,0.1367713004
2019-10-31,2019-10-31,sh.600372,600372.SS,中航电子,C37铁路、船舶、航空航天和其他运输设备制造业,13.4211501000,2019-11-30,2019-11-29,13.0677105600,-0.0263345196,2020-01-31,2020-01-23,13.7077227000,0.0213523132
2019-10-31,2019-10-31,sh.600383,600383.SS,金地集团,K70房地产业,9.8725851000,2019-11-30,2019-11-29,9.8725851000,0.0000000000,2020-01-31,2020-01-23,10.9262139300,0.1067226891
2019-10-31,2019-10-31,sh.600390,600390.SS,五矿资本,J69其他金融业,6.4848319200,2019-11-30,2019-11-29,6.3132755200,-0.0264550265,2020-01-31,2020-01-23,6.7936334400,0.0476190476
2019-10-31,2019-10-31,sh.600398,600398.SS,海澜之家,C18纺织服装、服饰业,4.9856793600,2019-11-30,2019-11-29,4.9856793600,0.0000000000,2020-01-31,2020-01-23,4.8298768800,-0.0312500000
2019-10-31,2019-10-31,sh.600406,600406.SS,国电南瑞,I65软件和信息技术服务业,11.1717378500,2019-11-30,2019-11-29,11.6857904800,0.0460136674,2020-01-31,2020-01-23,9.2478577100,-0.1722095672
2019-10-31,2019-10-31,sh.600415,600415.SS,小商品城,L72商务服务业,3.4333689000,2019-11-30,2019-11-29,3.3541373100,-0.0230769231,2020-01-31,2020-01-23,3.4421724100,0.0025641026
2019-10-31,2019-10-31,sh.600436,600436.SS,片仔癀,C27医药制造业,102.4566620400,2019-11-30,2019-11-29,94.2049920600,-0.0805381496,2020-01-31,2020-01-23,121.5941163300,0.1867858459
